author_name,book_url,category_name,crawl_time,is_vip,monthly_ticket_count,rank,reward_count,sign_status,source_site,status,sub_category_name,synopsis,title,total_recommend_str,total_recommendation_count,week_recommend,week_recommendation_count,word_count,word_count_str,ticket_per_10k,heat_ratio,loyalty_score,status_score
阴天神隐,https://www.qidian.com/book/1039028902/,玄幻,2025-12-17 17:26:58,True,1559,31,4,签约,qidian_cookie_detail,连载,东方玄幻,当年定鼎造命，金戈铁马，坐断江山，天宗上门，永镇四方，锦绣中好一片靡靡天音。今朝大劫将至。昔日盛世繁华，眼下不过残桓断壁，枯骨没荒草。宗门怀贰心，社稷何人思？权贵竞豪奢，黎民谁人问？血泪如涟声声诉，天意饶把孩儿骨。玄律穷极天地诛，烽火渐起靖乱途。踏天路，伐命途。昏昏浊世，一剑皆烬！========要素：武道乱世，赛博修仙，两界门已有一千五百万字w订完本作品《燃钢之魂》《怪物被杀就会死》《高天之上》,天命皆烬,48.64万,486400,896,896,3442200,344.22万,4.515960836567985,0.0018421014759426892,0.002564102564102564,1.0
江上景,https://www.qidian.com/book/1039338747/,玄幻,2025-12-17 17:26:58,True,1770,32,1,签约,qidian_cookie_detail,连载,东方玄幻,金身不坏，水火不侵，万法不沾，是为肉身成圣。江宁穿越而来，时逢天下将乱。为求保全自身，他凭借能肝经验的面板开始练武，默默发育。渐渐的，他发现，随着功法破限，各种特性加身，其中某些特性更是蕴藏神灵权柄。【五禽拳】：从入门肝至圆满之境，不断破限，各种特性加身，五脏藏精，五脏蕴神。【金刚不灭身】：从入门肝至圆满之境，不断破限，各种特性加身，金身不坏，万法不沾。【内丹养生功】：从入门肝至圆满之境，不断破限，各种特性加身，永驻巅峰，长生不老。当某一日，他对这天下展露獠牙的时候。世人才知有一位超越镇压天下八百余载的新晋武圣出世。【老书《长生：从气运词条开始》240万字完本，6000均大精品人品保证，有兴趣可移步老书观看。】,从五禽拳开始肉身成圣,8.14万,81400,477,477,2857799,285.78万,6.17198067228561,0.005859878871266938,0.000564652738565782,1.0
山人有妙计,https://www.qidian.com/book/1044642569/,玄幻,2025-12-17 17:26:58,True,1740,34,6,签约,qidian_cookie_detail,连载,东方玄幻,穿越到大荒，沈灿因为身体‘孱弱‘成为炙炎部落祖庙的守祧（tiao），负责祖庙日常洒扫，香火供奉，日常祭祀。大荒洪水、地动、灾兽横行。人族祭祀天地，没有鸟用。供奉灾兽，也没有鸟用。人族先辈猎荒兽，取兽血洗练己身，开创初代武道修行之法，于大荒中取食求活。此法虽缺陷丛丛，修行过程中气血暴乱，焚经毁身，且前路有缺，却让人族在大荒中求得一息生存之地。故大荒各部建祖庙岁岁祭祀先祖，铭记先祖开拓之艰辛，就连往日狩猎归来的猎物也会进献祖庙之中，敬请先祖享用。沈灿按照庙祧之责，以‘鸾刀’刺荒兽之颈，取血献给先祖，却发现自己可以汲取荒兽寿元，推衍修行之法。至此，谁说武道只能止步于七阶之前，永居灾兽之下？……多年后，炙炎部落外灾兽无支祈携滔天洪水席卷而来，大地一片汪洋，部落族人跪伏在祖庙外。“求先祖庇护！”本书又名《我偷祖先祭品养我自己》、《先祖祭品，谁吃不是吃》,祭祀百年，我成了部落先祖,6.4万,64000,684,684,2110600,211.06万,8.205224936338771,0.010687333010421712,0.0034462952326249283,1.0
J神,https://www.qidian.com/book/1021378513/,玄幻,2025-12-17 17:26:59,True,223,33,2,签约,qidian_cookie_detail,连载,东方玄幻,【不废柴，不舔狗，天骄争霸暴爽无敌流】君逍遥穿越玄幻世界，成为荒古世家神子，拥有无敌背景，惊世天赋，更得到签到系统，开局签到一具大成荒古圣体。在泰岳古碑签到，获得六星奖励，神象镇狱劲！在十岁宴上签到，获得七星奖励，至尊骨！在青铜仙殿签到，获得八星奖励，万物母气鼎！在无边界海签到，获得十星奖励，他化自在大法！无数年后，君逍遥盘坐九霄，剑指苍天道：“九天十地，我主沉浮，仙路尽头，我为巅峰！”,开局签到荒古圣体,39万,390000,305,305,9650500,965.05万,0.23083691320325037,0.0007820492767967262,0.008928571428571428,1.0
天蚕土豆,https://www.qidian.com/book/1027368101/,玄幻,2025-12-17 17:26:59,True,644,35,2,签约,qidian_cookie_detail,连载,东方玄幻,天地间，有万相。而我李洛，终将成为这万相之王。继《斗破苍穹》《武动乾坤》《大主宰》《元尊》之后，天蚕土豆又一部玄幻力作。,万相之王,151.6万,1516000,887,887,4790500,479.05万,1.341526924278721,0.0005850919623403943,0.0031007751937984496,1.0
八月飞鹰,https://www.qidian.com/book/1045335204/,玄幻,2025-12-17 17:26:59,True,1833,37,6,签约,qidian_cookie_detail,连载,东方玄幻,【徐永生穿越到了一个武道世界。】徐永生：“祸福难料，安全第一，行事需要稳重些才是。”【随身神秘书册，翻开第一页是张谛听图。】“谛听为您带回公主幽会地点。”“谛听为您带回朱雀左瞳下落。”“谛听为您带回八九玄功秘籍。”“谛听……”【大乾盛极而衰，天下大乱，苍生倒悬，携众弟子周游天下“列国”，令人间重得太平。】徐二郎徐永生：“读书人讲道理，你如果听不懂道理，我也略懂一些拳脚。”众弟子：“今有至圣先师重临人世，天不生徐子，万古如长夜！”,至圣先师他太稳重了,12.51万,125100,1105,1105,1414199,141.42万,12.870392410049437,0.0088328630466583,0.003271537622682661,1.0
冰红茶和可乐,https://www.qidian.com/book/1039751366/,玄幻,2025-12-17 17:27:00,True,739,38,1,签约,qidian_cookie_detail,连载,东方玄幻,异界降临，灾兽肆虐，蓝星迎来生命进化的高武时代！武道崛起，天骄并起，强者为尊。前世加班猝死的牛马林奇，重生在这个波澜壮阔的世界。苦修武道十七载，于高三之际终于唤醒神秘【金色残幡】，获得第一道神级天赋模板——【二郎真君·杨戬】肝度决定高度，融合解锁天赋：【强胃】→【龙精虎猛】→【钢筋铁骨】【金瞳】→【金刚】→【金罡霸体】直至——【天眼】睁开，神威初显！当融合度圆满，尽得二郎神天赋之时，林奇才发现，这竟远非尽头。金色残幡深处，一道更为伟岸的身影悄然浮现…………无数年后，蓝星至强者在教导后辈时，皆肃然告诫：“无论你是一纪元一现的五行圣体，还是万古难出的时空圣体……”“在那位面前，皆如萤火比皓月、蜉蝣见青天！因为他，即是天尊！……ps：本书又名《高武：从肝二郎神天赋开始变强》《高武：肝出至高天赋》,高武：从武道生到宇宙天尊,6.35万,63500,248,248,3940600,394.06万,1.8706019338834607,0.003905450307869167,0.0013513513513513514,1.0
景全,https://www.qidian.com/book/1046276180/,玄幻,2025-12-17 17:26:59,True,2119,36,5,签约,qidian_cookie_detail,连载,东方玄幻,杨景撞大运穿越到了兵荒马乱、民不聊生的王朝乱世，成为了被祖父偏爱的农户子，全家节衣缩食，供杨景练武，可他武道根骨普通，注定会难有成就，辜负家人期望。但杨景发现自己只需要将功法武学修炼到临界点就能破境。这意味着，对其他人万分凶险的突破对于杨景来说没有任何风险。他注定日后会走上目光触及的最高层！,乱武从拜入武馆开始,1.32万,13200,496,496,706000,70.6万,29.59497206703911,0.03757291114309522,0.0023584905660377358,1.0
荣小荣,https://www.qidian.com/book/1045071674/,玄幻,2025-12-17 17:27:00,True,1499,39,1,签约,qidian_cookie_detail,连载,东方玄幻,21世纪公务员穿越古代，成为雍国西南边陲的一个小旗官。炼狱醒来，已是叛国死囚。侥幸脱身，又成敌国卧底。长夜无间，双面为谍。从边陲炼狱到帝国权力深渊，在这场以性命为注的无间长夜，且看他如何在谎言与背叛的钢丝之上，斩出一条生路，一步一步，登临无上！开局：靖边司小小旗官。结尾：醒掌天下权，醉卧美人膝，九五之上，唯我称尊！林宣：我只想有个班上，你们为什么要逼我呢？,锦衣无双,8.3万,83000,1097,1097,764900,76.49万,19.344431539553494,0.013216708232430934,0.0006666666666666666,1.0
新丰,https://www.qidian.com/book/1045819148/,玄幻,2025-12-17 17:27:00,True,600,41,15,签约,qidian_cookie_detail,连载,东方玄幻,你跟我说这世界没武道？所谓的高手只是经常锻炼，熟能生巧的原因？不可能，绝不可能。这面板有境界显示，说明这世界能修炼，怎么可能没武道。一定是藏得太深，武道被管控的很严格。至此，林凡为了接触到武道，努力上岸，想要成为治安府一员，接触上层人物获知武道的奥秘。直到他一棍干翻当今公认的十大高手，他才幡然醒悟，原来他们没骗人，这世界真没武道啊。而他看着自身刀枪不入，水火不侵的肉身。看向被他一拳轰碎的城墙，以及一脚跺地，凹陷下去的深坑。这一刻，他面带微笑，用警告的语气对面前的人说：“请你们不要在我的世界胡作非为，谢谢你们的配合。”又名：《以凡人之躯暴打血脉天龙人》、《血脉？从小打满所有疫苗的我早就数值拉满》,我咋就天下无敌了,2.88万,28800,386,386,1044100,104.41万,5.692059576890238,0.013402312419707648,0.024958402662229616,1.0
月中阴,https://www.qidian.com/book/1044261524/,玄幻,2025-12-17 17:27:00,True,989,40,1,签约,qidian_cookie_detail,连载,东方玄幻,季青从江湖崛起，一路从南砍到北，江湖全无敌！后来季青发现，他的刀可斩妖除魔，亦可诛神灭仙！再后来季青又发现，他的刀可断生死，亦可得长生！任你千般法术，万般神通，可挡得住我这一刀？……已完本《法师奥义》《永恒武道》《长生种》《顶级悟性：从基础拳法开始》老月出品，必属精品！,末法时代的长生武圣,4.51万,45100,195,195,2474500,247.45万,3.980680217347555,0.004323629187822886,0.00101010101010101,1.0
五方行尽,https://www.qidian.com/book/1035676337/,玄幻,2025-12-17 17:27:00,True,1346,42,1,签约,qidian_cookie_detail,连载,东方玄幻,【诸天流】【无敌流】【崛起于低武时代，超凡长生】洪元穿越了，随身揣着一座【太岁福地】——入主其间则福地不灭，己身不朽，与天同寿！这泼天富贵，爽到飞起？奈何开启福地，需解锁【武力】、【权力】双天下第一成就，属实亿点小缺陷。所幸，未能入主福地，洪元却被赋予了【根骨】、【悟性】无限成长的恐怖潜力。环顾四周，此世以一敌十便是高手，以一敌百便称天下顶尖？洪元看着这力量贫瘠的舞台，感受着体内永无止境变强的可能，笑了。解锁双第一，登顶福地之前，他得先在这“低武时代”好好活着……然后，踩着这方世界的极限，迈向那千秋万世的超凡长生江山！,人间太岁神！,5.57万,55700,780,780,575200,57.52万,23.000683526999314,0.01400333925782302,0.0007423904974016332,1.0
宅猪,https://www.qidian.com/book/1009704712/,玄幻,2025-12-17 17:27:01,True,505,43,3,签约,qidian_cookie_detail,完本,东方玄幻,大墟的祖训说，天黑，别出门。大墟残老村的老弱病残们从江边捡到了一个婴儿，取名秦牧，含辛茹苦将他养大。这一天夜幕降临，黑暗笼罩大墟，秦牧走出了家门……做个春风中荡漾的反派吧！瞎子对他说。秦牧的反派之路，正在崛起！书友群：600290060，624672265，VIP群：663057414（有验证）普通群：424940671,牧神记,1551.58万,15515800,286,286,5911799,591.18万,0.8527813929517027,1.8432822127584647e-05,0.005928853754940711,0.8
沙拉古斯,https://www.qidian.com/book/1038229163/,玄幻,2025-12-17 17:27:01,True,855,44,6,签约,qidian_cookie_detail,完本,东方玄幻,他叫李伴峰，山峰的峰，不是发疯的疯，医生说过他没有疯。为了救朋友一条命，他去了96号站台，上了1160蒸汽列车，来到了停留在蒸汽时代的普罗州。他遇到了老唱机里的红颜知己，月份牌里的绝世佳丽，老座钟里的摇摆名姝，酒葫芦里的世外高人。这里有越吃越猛的食修，越抽越强的烟修，越杀越狠的武修，越喝越狂的酒修。这里有哪都想去的旅修，还有哪都不想去的宅修。天下百门，谁与争锋。普罗万修，谁是魁首。伴峰穿上西装，戴上礼帽，拿上鸡毛掸子，认真问了一句：告诉我，谁是普罗之主？,普罗之主,69.51万,695100,315,315,4484500,448.45万,1.902325063967071,0.00045317155348647176,0.007009345794392523,0.8
驾舟圣手,https://www.qidian.com/book/1045345742/,玄幻,2025-12-17 17:27:01,True,1070,47,10,签约,qidian_cookie_detail,连载,东方玄幻,卫凌风只是来京城混个职位，为何高冷公主见他玉容羞红，飒爽女将喊他救命恩公，连孤傲出尘的道首都推开皇后，想先和他沟通沟通......“我不认识你们啊！”“装！继续装！你这负心汉！”“小魔头，老实交代！你江湖上到底有多少前女友？”直到某夜梦境破碎，卫凌风才惊觉——原来在她们绝望的夜晚，都曾有他踏月而来雪中送炭......而后又狠心将她们“抛弃”。,江湖都是前女友？,1.97万,19700,453,453,1590300,159.03万,6.686246328813348,0.02299375666209837,0.009337068160597572,1.0
翔炎,https://www.qidian.com/book/1043462065/,玄幻,2025-12-17 17:27:01,True,490,46,0,签约,qidian_cookie_detail,连载,东方玄幻,李林觉得，要在这种有诡的世界里活下去，并不太难。但单纯地活着，似乎又太没有上进心了。那就定个小目标吧，先做到津城第一。结果还没有做到津城第一呢，就有友人上门来游说。“李坤歌，百姓皆苦，我与友人结社，欲助天下苦难人。”李林用力把门关上了。“月例十金！”李林又把门打开了。,晦朔光年,8.84万,88400,303,303,1431100,143.11万,3.400180417736451,0.003427563036617233,0.0,1.0
白刃斩春风,https://www.qidian.com/book/1042628462/,玄幻,2025-12-17 17:27:01,True,1379,45,3,签约,qidian_cookie_detail,连载,东方玄幻,人类刀耕火种的时候，那从天劈降的雷霆，是偶发的自然现象，亦是鬼神的怒火。老者离世以后，阳台上轧轧摇晃的躺椅，是忽忽经过的风，亦是他……曾回来过。精神病人眼里荒诞离奇的光景，是寻常人眼中颠倒畸变的虚幻，但这虚幻颠倒回来，同样也是真实。楼上的女人将丈夫砌进墙壁，磨房中的老驴嚼着尸体，画报里，美女晾晒着自己的脸皮。这世间的万物每时每刻都在发疯，名为‘念想’的魔，侵略人间，你又如何能够幸免？,有诡,25.35万,253500,1058,1058,1770600,177.06万,7.744580478490397,0.004173553556001752,0.002173913043478261,1.0
方蛟,https://www.qidian.com/book/1044347930/,玄幻,2025-12-17 17:27:02,True,305,48,1,签约,qidian_cookie_detail,连载,东方玄幻,方阳觉醒宿慧，得知身处遮天世界时，本想求仙问道，奈何一无所获。幸好有抽卡金手指在身，只需提升命数，便可抽取到诸天万界的宝物。【凡体本源】、【偷生仙蛊】、【十二符咒】、【大切割术】、【参天造化露】、【阿难破戒刀法】……数百年后，方阳以抽取的众多【凡体本源】，成就最强凡体之名，力压一众绝世天骄，成为黄金大世的最终赢家。,人在遮天，抽卡成帝,2.12万,21200,179,179,1595500,159.55万,1.8997197134848955,0.008442997971793783,0.0032679738562091504,1.0
三行的书哟,https://www.qidian.com/book/1041753908/,玄幻,2025-12-17 17:27:02,True,855,50,1,签约,qidian_cookie_detail,连载,东方玄幻,【宗门、轻松、日常、爆笑、夺笋】掌教师伯新收了一个女徒弟。她很漂亮，让无数人为之神往。直至周清终于激活词条，看到很多人头上都闪烁着一个金色的标签。根据提示，那是别人内心对他的备注。隔壁峰首席对他的备注是【爱玩的色痞】三师兄对他的备注是【有色心有色胆的小师弟】石蓁师姐对他的备注是【梦游症加重的周师弟】当周清看向这位新来的小师妹时，她的备注却是【好英俊】【好厉害】【好霸气】时。这一刻基本可以确定。于是，周清鼓起了勇气。“我……”可她却是哈哈大笑：“爹，你年轻的时候真逗。”,掌门师伯新收了个女徒弟,373.88万,3738800,253,253,2897200,289.72万,2.940974133186571,6.766875262951946e-05,0.0011682242990654205,1.0
姬叉,https://www.qidian.com/book/1036010291/,玄幻,2025-12-17 17:27:03,True,450,49,1,签约,qidian_cookie_detail,完本,东方玄幻,仗剑江湖载酒行，楚腰纤细掌中轻。少年肩扛长刀，腰间挂酒，大步前行，心中的江湖却隐约难见。乱世书中翻一页，江湖夜雨数十年。蓦然回首，已劈碎了人间。,乱世书,147.66万,1476600,209,209,3003700,300.37万,1.4931811394631185,0.0001415412829870764,0.0022172949002217295,0.8
南北宗源,https://www.qidian.com/book/1040682764/,玄幻,2025-12-17 17:27:02,True,813,51,1,签约,qidian_cookie_detail,连载,东方玄幻,本故事纯属虚构，如有雷同，纯属巧合！真武山，道门十大名山，5A级旅游景区，门票280……祖师爷曾预言：真武传道七十三，因凡应劫后人参。“绝不绝，灭不灭，七十三代有一歇……”“真武山传到今日，已有七十三代，难道天命当绝？”“因凡应劫，旅游观光的凡俗太多了，涨价吧！”这一日，真武山玉牒传度……这一日，大学毕业的张凡观光旅游…………炼尽神中阴滓，成就无极纯阳！我叫张凡，凡人的凡！！,纯阳！,6.52万,65199,309,309,2255000,225.5万,3.589403973509934,0.004739263803680982,0.0012285012285012285,1.0
酒月剑仙,https://www.qidian.com/book/1040223815/,玄幻,2025-12-17 17:27:02,True,782,52,2,签约,qidian_cookie_detail,连载,东方玄幻,（微恐怖，无限流，民俗，中式克苏鲁）周游本来觉得自己的一生应当相当平凡。平凡的出生，平凡的成长，平凡的学习........然后无比平凡的身患绝症死去。直到他遇到了一本同样平平无奇的黑书。至此，‘平凡’步入了‘非凡’。无法逃脱的四号楼，诡异横行的旧街区，唱着升仙戏的肉太岁，无可名状的复生之物......每一个剧本都是一场最为深沉的梦魇，但每一场梦魇却又是一次生存的契机......烛火燃起，照亮了方寸庙宇，诡异降临，将故事的序幕再次拉开。——那么，欢迎来到诡诞游戏！,欢迎来到诡诞游戏,4.29万,42900,235,235,2274400,227.44万,3.423218350551567,0.005477727791892963,0.002554278416347382,1.0
我爱吃鸡枞,https://www.qidian.com/book/1046199155/,玄幻,2025-12-17 17:27:03,True,754,53,3,签约,qidian_cookie_detail,连载,东方玄幻,陈立穿越到小地主身上，觉醒家族武道系统。子嗣武道精进，反哺家族，系统奖励寿元、秘药、丹方等等。陈立从种地开始，步步为营，积攒银两，开枝散叶、培养子嗣。苟出一线生机，搏出一片天地。时光轮转，万年后，再回首，陈立发现，自己的家族已然成为亘古不变、与世长存的武道天家。,苟出一个武道天家,8925,8925,235,235,736400,73.64万,10.10182207931404,0.02632758234371499,0.003973509933774834,1.0
爱潜水的乌贼,https://www.qidian.com/book/3249362/,玄幻,2025-12-17 17:27:03,True,803,56,2,签约,qidian_cookie_detail,完本,东方玄幻,我这一生，不问前尘，不求来世，只轰轰烈烈，快意恩仇，败尽各族英杰，傲笑六道神魔！万年之后，大劫再启，如来金身，元始道体，孰强孰弱，如来神掌，截天七式，谁领风骚？轮回之中，孟奇自少林寺开始了自己“纵横一生，谁能相抗”的历程。,一世之尊,327.28万,3272799,579,579,4447900,444.79万,1.8012965746203369,0.0001769127352725495,0.0024875621890547263,0.8
舟中落雨声,https://www.qidian.com/book/1040236094/,玄幻,2025-12-17 17:27:03,True,896,55,0,签约,qidian_cookie_detail,连载,东方玄幻,俞客睁开眼，看到了一个无与伦比、光怪陆离的修行大世。七大部洲，五域海外，立下恢宏无上的道统，仙佛之辈屹立此世之巅俞客只是神霄宗外门弟子，最大的愿望，不过是筑基成功直到他幸得‘鲲虚鼎’，能推演过往岁月，模拟万千身份！【每一次转生，都是一次崭新的开始，你想抉择怎样的人生？】第一世，你资质低下，是三真教师叔祖，大器晚成，终在人间武学再拔高一层，武碎虚空。号称“人间陆沉三百年，方得此君”再一世，你是高门赘婿，少年早慧却受尽欺凌，小院翻书十年，一步陆地神仙境。儒家大儒赞曰“笔落惊风雨，诗成泣鬼神”再一世，你是玄宗道子，再一世，你是大周藏书史…你是登天十杰…你是金鳌岛大师兄上古、中古、太古、洪荒，鸿蒙…一个个震古烁今、煌煌无敌的身份蓦然回首，你才惊觉！你的遗物，在天帝大墓之中被挖出来?你的画像，被挂在当世修仙大宗的祖师堂，日夜受着香火有人开辟轮回，只为等你归来有人建立阎浮净土，只为守护你的遗蜕有人在天书石碑上刻下：“我曾放下过天地，却未曾放下过你”什么情况，说好体验人生我曾高高在上，俯视这万古岁月?,模拟成真，我曾俯视万古岁月？,497.53万,4975300,163,163,2406700,240.67万,3.707535068481814,3.276183692202743e-05,0.0,1.0
辰东,https://www.qidian.com/book/1004608738/,玄幻,2025-12-17 17:27:04,True,297,57,1,签约,qidian_cookie_detail,完本,东方玄幻,在破败中崛起，在寂灭中复苏。沧海成尘，雷电枯竭，那一缕幽雾又一次临近大地，世间的枷锁被打开了，一个全新的世界就此揭开神秘的一角……,圣墟,3200.47万,32004699,186,186,6132300,613.23万,0.48353222734154955,5.81164641443288e-06,0.003355704697986577,0.8
清渊渊,https://www.qidian.com/book/1040989155/,玄幻,2025-12-17 17:27:04,True,915,54,4,签约,qidian_cookie_detail,连载,东方玄幻,穿越斗气大陆，魂若若十分倒霉的成了魂天帝的女儿——一边是要献祭全族的反派老爹，一边是敌对的天命主角，唯一的活路似乎也只能在主角崛起之前做点什么...硬刚萧炎？笑话，魂若若从一开始就没打算和他硬碰硬。身为妖女，自然有着兵不血刃的办法，小女子我身上都是软的，你又能奈我何？,斗破之魂族妖女,11.75万,117500,389,389,2624200,262.42万,3.4735403538076075,0.003310610122467043,0.004366812227074236,1.0
荆山出玉,https://www.qidian.com/book/1045400385/,玄幻,2025-12-17 17:27:04,True,498,58,35,签约,qidian_cookie_detail,连载,东方玄幻,五浊恶世，绛火焚魔！穿越到一九九五年的齐云，在一次山村的婚宴上。一则关于“神仙山”传说，将他拖入浓雾弥漫的深山。进入非想非非想之境——五脏观！从此，齐云的人生撕裂成两半：于现世红尘。他身负绛狩火，掌洞幽烛微之能，尊号“绛魔天师”。乡野精怪作祟？真火焚形，都市阴煞盘踞？绛焰涤荡。斩龙镇运，复归地水火风，涤荡人间妖氛！于诸天万界。游方证道，仗火独行，踏罡步斗。斩山魈木魅，焚古妖大魔，狩百鬼坠仙！云游万方，证道降魔真君！绛狩起处，万邪辟易！符火通幽，步涉诸天！,道起五脏观：我在九十年代当天师,2万,20000,469,469,1064000,106.4万,4.636871508379888,0.023448827558622067,0.07014028056112225,1.0
十万菜团,https://www.qidian.com/book/1046604493/,玄幻,2025-12-17 17:27:04,True,946,60,1,签约,qidian_cookie_detail,连载,东方玄幻,【权谋+剧情流+多红颜+情报金手指+幕后黑手】景平元月，人间出了件大事。大周将领赵氏黄袍加身，政变夺权，登基称帝，改国号为“颂”，誓要开辟新气象。唯有一件苦恼，前朝小皇帝始终下落不明。李明夷穿越而来，成为藏在民间，被天下海捕的前朝天子。更发现这个世界有点熟悉，酷似通关过的古风游戏。于是他怀揣无数情报，昂首挺胸，走向大颂朝堂。“朕来到这个世界，可不是为了当逃犯的。”……新朝公主昭庆近来喜忧参半。她招揽的名叫李明夷的门客太过能干，只需与人密谈，便可将文臣、武将、勋贵、大修士、女国师……悉数拉拢而来。还时常举荐能臣上位，打击前朝余孽不遗余力。但为何总觉得这群人唯他马首是瞻，前朝余孽也越打越多？父皇心病愈演愈烈？她决定找他谈谈。,你也不想秘密满朝皆知吧,1.18万,11800,462,462,460900,46.09万,20.089190911021447,0.039149224641979494,0.0010559662090813093,1.0
辰东,https://www.qidian.com/book/2952453/,玄幻,2025-12-17 17:27:05,True,400,59,5,签约,qidian_cookie_detail,完本,东方玄幻,完美世界动画，每周五10:00腾讯视频火热播出，VIP抢先看两集；荒天帝、柳神等将以立体的形式和你相见，等你一起来看。一粒尘可填海，一根草斩尽日月星辰，弹指间天翻地覆。群雄并起，万族林立，诸圣争霸，乱天动地。问苍茫大地，谁主沉浮？！一个少年从大荒中走出，一切从这里开始……,完美世界,720.28万,7202800,388,388,6584500,658.45万,0.6065660777920995,5.386793276671117e-05,0.012468827930174564,0.8
